Flight Number,Airline,Origin Airport,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Arrival Time,Actual Arrival Time,Date,Day of the Week,Distance (miles),Weather Conditions,Delay (minutes)
SO1024,Southwest,LAX,DTW,2024-05-05 03:51,2024-05-05 05:27,2024-05-05 08:58,2024-05-05 08:49,2024-05-28,Tuesday,229,Fog,96
AM7078,American,DEN,BWI,2024-05-05 20:10,2024-05-05 20:37,2024-05-05 21:37,2024-05-05 22:07,2024-05-13,Monday,1610,Thunderstorm,27
AM4251,American,MIA,MCO,2024-05-11 16:13,2024-05-11 17:14,2024-05-11 17:15,2024-05-11 17:14,2024-05-07,Tuesday,2147,Fog,61
JE4095,JetBlue,MCO,PHX,2024-05-13 19:11,2024-05-13 19:59,2024-05-14 00:42,2024-05-14 01:24,2024-05-05,Sunday,753,Thunderstorm,48
JE3535,JetBlue,PHX,MIA,2024-05-15 23:11,2024-05-16 00:57,2024-05-16 00:41,2024-05-16 01:20,2024-05-02,Thursday,2247,Clear,106
SO4617,Southwest,DFW,PHX,2024-05-26 17:27,2024-05-26 18:09,2024-05-26 22:29,2024-05-26 23:12,2024-05-24,Friday,533,Rain,42
UN9253,United,PHL,IAH,2024-05-06 13:53,2024-05-06 14:16,2024-05-06 17:35,2024-05-06 18:06,2024-05-16,Thursday,1384,Thunderstorm,23
AL5928,Alaska,IAH,SFO,2024-05-21 03:18,2024-05-21 03:51,2024-05-21 05:12,2024-05-21 05:17,2024-05-10,Friday,1498,Fog,33
UN3173,United,ATL,MSP,2024-05-26 08:03,2024-05-26 10:51,2024-05-26 11:04,2024-05-26 10:57,2024-05-12,Sunday,2629,Snow,168
FR5945,Frontier,IAH,DTW,2024-05-05 21:15,2024-05-05 22:17,2024-05-06 00:57,2024-05-06 01:43,2024-05-19,Sunday,2077,Clear,62
AL8294,Alaska,LAX,ATL,2024-05-17 01:48,2024-05-17 04:02,2024-05-17 03:43,2024-05-17 04:41,2024-05-13,Monday,1941,Fog,134
AL3026,Alaska,LAX,LAS,2024-05-19 12:37,2024-05-19 12:42,2024-05-19 17:04,2024-05-19 17:49,2024-05-03,Friday,711,Clear,5
UN1111,United,SFO,SEA,2024-05-19 12:22,2024-05-19 14:10,2024-05-19 17:43,2024-05-19 17:35,2024-05-17,Friday,2652,Thunderstorm,108
UN7501,United,SFO,MIA,2024-05-10 01:59,2024-05-10 03:04,2024-05-10 03:39,2024-05-10 03:36,2024-05-05,Sunday,2512,Rain,65
SP6540,Spirit,MIA,FLL,2024-05-18 19:57,2024-05-18 20:11,2024-05-18 21:32,2024-05-18 21:58,2024-05-03,Friday,974,Clear,14
DE9115,Delta,FLL,JFK,2024-05-11 16:31,2024-05-11 17:35,2024-05-11 19:11,2024-05-11 19:16,2024-05-02,Thursday,298,Snow,64
JE6160,JetBlue,ATL,MSP,2024-05-14 05:52,2024-05-14 08:40,2024-05-14 07:09,2024-05-14 07:45,2024-05-15,Wednesday,1354,Thunderstorm,168
AL4873,Alaska,FLL,BWI,2024-05-14 22:37,2024-05-14 23:05,2024-05-15 02:25,2024-05-15 02:16,2024-05-04,Saturday,1837,Clear,28
UN7976,United,LAX,CLT,2024-05-22 11:31,2024-05-22 12:52,2024-05-22 15:10,2024-05-22 15:12,2024-05-15,Wednesday,2064,Clear,81
DE8732,Delta,MCO,BOS,2024-05-26 06:09,2024-05-26 08:37,2024-05-26 09:43,2024-05-26 09:34,2024-05-16,Thursday,2993,Thunderstorm,148
SO2337,Southwest,PHX,JFK,2024-05-05 00:15,2024-05-05 02:35,2024-05-05 06:14,2024-05-05 07:05,2024-05-10,Friday,1662,Thunderstorm,140
UN191,United,BWI,ORD,2024-05-07 19:38,2024-05-07 20:34,2024-05-07 23:49,2024-05-08 00:05,2024-05-21,Tuesday,2120,Clear,56
UN2202,United,BWI,MSP,2024-05-30 18:44,2024-05-30 21:12,2024-05-31 00:04,2024-05-31 00:47,2024-05-10,Friday,1807,Fog,148
DE6122,Delta,FLL,DTW,2024-05-27 17:40,2024-05-27 18:17,2024-05-27 19:41,2024-05-27 19:56,2024-05-11,Saturday,1419,Rain,37
JE3533,JetBlue,PHL,SFO,2024-05-30 11:07,2024-05-30 13:10,2024-05-30 12:08,2024-05-30 12:09,2024-05-18,Saturday,262,Fog,123
SP7317,Spirit,JFK,BOS,2024-05-06 10:54,2024-05-06 11:39,2024-05-06 16:07,2024-05-06 16:31,2024-05-01,Wednesday,2412,Rain,45
FR4929,Frontier,ATL,FLL,2024-05-23 11:15,2024-05-23 14:03,2024-05-23 12:44,2024-05-23 13:23,2024-05-01,Wednesday,1004,Thunderstorm,168
SO6298,Southwest,PHL,MIA,2024-05-27 21:21,2024-05-27 21:26,2024-05-28 02:11,2024-05-28 02:25,2024-05-10,Friday,1718,Rain,5
AM1062,American,SFO,MSP,2024-05-22 02:21,2024-05-22 04:12,2024-05-22 07:16,2024-05-22 07:15,2024-05-02,Thursday,1766,Rain,111
AM3595,American,ATL,FLL,2024-05-19 13:07,2024-05-19 14:33,2024-05-19 15:38,2024-05-19 16:32,2024-05-07,Tuesday,2650,Thunderstorm,86
SP9978,Spirit,BOS,LAX,2024-05-10 00:28,2024-05-10 02:06,2024-05-10 06:20,2024-05-10 06:14,2024-05-07,Tuesday,1271,Fog,98
AL4976,Alaska,MIA,DTW,2024-05-21 11:22,2024-05-21 13:31,2024-05-21 13:52,2024-05-21 13:45,2024-05-02,Thursday,1786,Fog,129
AM4342,American,CLT,LAS,2024-05-16 15:02,2024-05-16 17:20,2024-05-16 20:51,2024-05-16 21:07,2024-05-25,Saturday,808,Fog,138
FR5951,Frontier,IAH,DEN,2024-05-30 13:59,2024-05-30 15:52,2024-05-30 18:51,2024-05-30 19:35,2024-05-21,Tuesday,712,Snow,113
SO8765,Southwest,ATL,PHL,2024-05-10 07:16,2024-05-10 07:38,2024-05-10 12:20,2024-05-10 12:08,2024-05-21,Tuesday,631,Clear,22
AM5770,American,LAS,ORD,2024-05-09 10:54,2024-05-09 12:17,2024-05-09 12:04,2024-05-09 12:44,2024-05-06,Monday,2722,Thunderstorm,83
AM8969,American,DFW,BOS,2024-05-23 23:20,2024-05-24 01:46,2024-05-24 02:19,2024-05-24 02:46,2024-05-07,Tuesday,1726,Thunderstorm,146
DE3971,Delta,DEN,SEA,2024-05-16 03:49,2024-05-16 05:34,2024-05-16 07:14,2024-05-16 07:57,2024-05-11,Saturday,439,Rain,105
FR8906,Frontier,MCO,ATL,2024-05-04 07:56,2024-05-04 09:17,2024-05-04 11:13,2024-05-04 11:49,2024-05-28,Tuesday,1808,Rain,81
AL1932,Alaska,DEN,PHL,2024-05-01 10:32,2024-05-01 11:17,2024-05-01 11:42,2024-05-01 11:53,2024-05-04,Saturday,1687,Rain,45
DE7621,Delta,MIA,ATL,2024-05-01 14:01,2024-05-01 15:24,2024-05-01 18:37,2024-05-01 19:16,2024-05-28,Tuesday,931,Snow,83
AM6302,American,IAH,FLL,2024-05-27 06:38,2024-05-27 07:20,2024-05-27 11:40,2024-05-27 11:51,2024-05-17,Friday,2618,Snow,42
JE5407,JetBlue,BWI,DTW,2024-05-18 08:25,2024-05-18 08:35,2024-05-18 13:20,2024-05-18 14:14,2024-05-13,Monday,741,Snow,10
AL9808,Alaska,ORD,MSP,2024-05-16 02:18,2024-05-16 02:54,2024-05-16 04:37,2024-05-16 05:33,2024-05-17,Friday,1155,Snow,36
UN1522,United,SEA,DFW,2024-05-08 10:30,2024-05-08 11:20,2024-05-08 16:12,2024-05-08 16:45,2024-05-04,Saturday,558,Rain,50
UN7991,United,JFK,DEN,2024-05-02 13:55,2024-05-02 15:00,2024-05-02 16:04,2024-05-02 16:02,2024-05-11,Saturday,1625,Snow,65
SP7936,Spirit,CLT,PHX,2024-05-06 18:02,2024-05-06 19:03,2024-05-06 20:12,2024-05-06 21:01,2024-05-11,Saturday,2241,Snow,61
FR4780,Frontier,DFW,LAX,2024-05-26 00:20,2024-05-26 00:30,2024-05-26 02:45,2024-05-26 02:46,2024-05-14,Tuesday,2856,Thunderstorm,10
AM2245,American,MIA,PHL,2024-05-13 22:55,2024-05-14 00:03,2024-05-14 00:39,2024-05-14 00:25,2024-05-09,Thursday,310,Fog,68
JE8354,JetBlue,IAH,PHX,2024-05-16 15:47,2024-05-16 15:53,2024-05-16 17:25,2024-05-16 17:15,2024-05-08,Wednesday,1429,Clear,6
UN7596,United,DTW,ORD,2024-05-24 15:48,2024-05-24 18:16,2024-05-24 18:50,2024-05-24 19:41,2024-05-05,Sunday,217,Thunderstorm,148
AM1848,American,DFW,SEA,2024-05-24 03:09,2024-05-24 04:01,2024-05-24 04:50,2024-05-24 05:48,2024-05-11,Saturday,1734,Snow,52
SO7669,Southwest,SEA,MSP,2024-05-16 00:31,2024-05-16 01:51,2024-05-16 02:05,2024-05-16 02:55,2024-05-15,Wednesday,1613,Clear,80
UN5430,United,DEN,MSP,2024-05-06 04:55,2024-05-06 05:18,2024-05-06 08:09,2024-05-06 08:08,2024-05-21,Tuesday,924,Fog,23
AL9094,Alaska,CLT,DEN,2024-05-11 00:12,2024-05-11 01:37,2024-05-11 03:38,2024-05-11 03:43,2024-05-09,Thursday,2562,Fog,85
UN4960,United,BWI,CLT,2024-05-15 17:04,2024-05-15 17:48,2024-05-15 22:03,2024-05-15 22:47,2024-05-22,Wednesday,2312,Clear,44
SO3590,Southwest,ORD,ATL,2024-05-01 12:24,2024-05-01 15:17,2024-05-01 17:07,2024-05-01 17:16,2024-05-03,Friday,1942,Rain,173
JE2064,JetBlue,SEA,PHL,2024-05-29 11:31,2024-05-29 13:10,2024-05-29 13:06,2024-05-29 13:55,2024-05-04,Saturday,907,Fog,99
FR1336,Frontier,JFK,LAS,2024-05-30 20:22,2024-05-30 23:08,2024-05-31 01:57,2024-05-31 02:29,2024-05-03,Friday,1560,Fog,166
DE597,Delta,ORD,PHL,2024-05-15 18:02,2024-05-15 19:09,2024-05-15 22:00,2024-05-15 22:21,2024-05-14,Tuesday,1984,Clear,67
UN3454,United,SFO,MSP,2024-05-10 13:19,2024-05-10 13:50,2024-05-10 19:13,2024-05-10 19:02,2024-05-20,Monday,1224,Fog,31
AL8268,Alaska,ORD,SFO,2024-05-14 14:34,2024-05-14 15:53,2024-05-14 16:58,2024-05-14 17:50,2024-05-06,Monday,1362,Fog,79
AL2323,Alaska,MIA,PHL,2024-05-26 22:12,2024-05-27 00:28,2024-05-27 03:57,2024-05-27 04:53,2024-05-26,Sunday,2586,Snow,136
FR8663,Frontier,MSP,BWI,2024-05-04 01:23,2024-05-04 04:14,2024-05-04 02:26,2024-05-04 03:23,2024-05-15,Wednesday,644,Fog,171
SP7460,Spirit,MSP,MCO,2024-05-22 05:51,2024-05-22 07:25,2024-05-22 11:07,2024-05-22 11:24,2024-05-28,Tuesday,909,Rain,94
DE2793,Delta,PHX,PHL,2024-05-04 20:10,2024-05-04 22:52,2024-05-05 01:21,2024-05-05 01:45,2024-05-29,Wednesday,236,Clear,162
DE3826,Delta,LAX,PHL,2024-05-05 16:21,2024-05-05 16:57,2024-05-05 21:31,2024-05-05 21:27,2024-05-06,Monday,323,Rain,36
JE911,JetBlue,SEA,BWI,2024-05-30 03:31,2024-05-30 05:49,2024-05-30 09:04,2024-05-30 09:55,2024-05-10,Friday,930,Clear,138
SP8394,Spirit,SEA,MIA,2024-05-04 10:34,2024-05-04 12:45,2024-05-04 14:10,2024-05-04 13:59,2024-05-16,Thursday,953,Fog,131
SP9374,Spirit,LAX,SFO,2024-05-15 15:42,2024-05-15 17:35,2024-05-15 19:06,2024-05-15 18:55,2024-05-10,Friday,2778,Snow,113
AM1653,American,SFO,JFK,2024-05-15 19:09,2024-05-15 21:39,2024-05-15 22:43,2024-05-15 22:48,2024-05-29,Wednesday,1100,Rain,150
AL167,Alaska,LAX,PHX,2024-05-05 04:22,2024-05-05 04:48,2024-05-05 05:32,2024-05-05 06:25,2024-05-17,Friday,1672,Clear,26
SO8860,Southwest,ATL,DFW,2024-05-04 22:25,2024-05-05 00:24,2024-05-05 03:17,2024-05-05 03:07,2024-05-06,Monday,1424,Snow,119
AL3637,Alaska,JFK,CLT,2024-05-17 23:22,2024-05-18 00:40,2024-05-18 01:00,2024-05-18 01:44,2024-05-27,Monday,1357,Rain,78
UN4572,United,PHX,MSP,2024-05-24 02:33,2024-05-24 03:59,2024-05-24 05:56,2024-05-24 05:55,2024-05-28,Tuesday,1752,Thunderstorm,86
FR5317,Frontier,MCO,SFO,2024-05-12 05:37,2024-05-12 06:07,2024-05-12 10:05,2024-05-12 10:45,2024-05-23,Thursday,1299,Snow,30
AL5292,Alaska,CLT,DTW,2024-05-07 00:11,2024-05-07 02:33,2024-05-07 04:38,2024-05-07 04:40,2024-05-26,Sunday,1038,Thunderstorm,142
UN6289,United,PHX,BOS,2024-05-15 22:27,2024-05-16 00:47,2024-05-16 02:55,2024-05-16 02:49,2024-05-30,Thursday,1072,Thunderstorm,140
SP2039,Spirit,ORD,DFW,2024-05-09 07:42,2024-05-09 07:58,2024-05-09 09:04,2024-05-09 09:24,2024-05-02,Thursday,602,Rain,16
DE5912,Delta,LAX,CLT,2024-05-23 17:29,2024-05-23 19:07,2024-05-23 20:31,2024-05-23 21:06,2024-05-27,Monday,249,Snow,98
AM8225,American,LAS,PHX,2024-05-08 14:23,2024-05-08 16:02,2024-05-08 17:06,2024-05-08 16:57,2024-05-09,Thursday,2250,Rain,99
JE7535,JetBlue,SEA,BOS,2024-05-11 21:34,2024-05-11 23:33,2024-05-12 01:55,2024-05-12 01:50,2024-05-20,Monday,1839,Clear,119
SO553,Southwest,BOS,DFW,2024-05-07 07:44,2024-05-07 10:25,2024-05-07 09:26,2024-05-07 09:58,2024-05-10,Friday,974,Rain,161
AM9412,American,PHX,PHL,2024-05-04 10:41,2024-05-04 11:55,2024-05-04 13:19,2024-05-04 14:06,2024-05-30,Thursday,560,Rain,74
FR7212,Frontier,DFW,LAX,2024-05-27 19:08,2024-05-27 19:15,2024-05-27 20:41,2024-05-27 21:21,2024-05-01,Wednesday,1789,Thunderstorm,7
AL4169,Alaska,MIA,MSP,2024-05-30 22:11,2024-05-31 00:36,2024-05-31 03:57,2024-05-31 04:49,2024-05-04,Saturday,2313,Snow,145
DE1552,Delta,DEN,BWI,2024-05-30 05:06,2024-05-30 05:39,2024-05-30 08:17,2024-05-30 08:39,2024-05-15,Wednesday,1149,Thunderstorm,33
DE5164,Delta,ORD,ATL,2024-05-21 02:59,2024-05-21 04:00,2024-05-21 08:41,2024-05-21 09:21,2024-05-18,Saturday,2872,Fog,61
DE6774,Delta,IAH,SEA,2024-05-27 01:30,2024-05-27 03:50,2024-05-27 06:42,2024-05-27 06:37,2024-05-25,Saturday,892,Snow,140
DE988,Delta,LAX,LAS,2024-05-30 14:09,2024-05-30 16:12,2024-05-30 17:57,2024-05-30 18:52,2024-05-15,Wednesday,1626,Fog,123
FR5661,Frontier,SFO,ATL,2024-05-13 04:27,2024-05-13 06:16,2024-05-13 06:44,2024-05-13 06:46,2024-05-01,Wednesday,2869,Clear,109
JE9774,JetBlue,DFW,PHL,2024-05-07 22:33,2024-05-07 23:25,2024-05-08 04:06,2024-05-08 04:23,2024-05-24,Friday,682,Clear,52
FR5594,Frontier,MIA,ORD,2024-05-11 11:30,2024-05-11 12:13,2024-05-11 17:05,2024-05-11 17:05,2024-05-28,Tuesday,494,Fog,43
JE5125,JetBlue,MCO,SFO,2024-05-15 15:25,2024-05-15 16:25,2024-05-15 17:34,2024-05-15 17:22,2024-05-17,Friday,2371,Snow,60
JE7958,JetBlue,ATL,PHX,2024-05-26 01:08,2024-05-26 02:28,2024-05-26 04:09,2024-05-26 04:44,2024-05-17,Friday,2521,Rain,80
AM2922,American,JFK,FLL,2024-05-17 21:24,2024-05-17 21:25,2024-05-17 23:18,2024-05-18 00:06,2024-05-12,Sunday,2774,Fog,1
AL4503,Alaska,SEA,MCO,2024-05-09 15:37,2024-05-09 16:51,2024-05-09 18:29,2024-05-09 18:56,2024-05-29,Wednesday,1366,Thunderstorm,74
AM2917,American,LAX,SFO,2024-05-02 15:12,2024-05-02 17:04,2024-05-02 16:13,2024-05-02 17:03,2024-05-21,Tuesday,1130,Clear,112
FR5272,Frontier,PHX,MCO,2024-05-13 16:51,2024-05-13 18:53,2024-05-13 20:03,2024-05-13 20:34,2024-05-18,Saturday,767,Clear,122
JE7917,JetBlue,IAH,SFO,2024-05-11 11:19,2024-05-11 13:23,2024-05-11 13:08,2024-05-11 13:02,2024-05-15,Wednesday,1967,Snow,124
SO8840,Southwest,MCO,JFK,2024-05-11 12:02,2024-05-11 12:13,2024-05-11 16:01,2024-05-11 16:54,2024-05-27,Monday,988,Clear,11
FR8424,Frontier,LAX,BOS,2024-05-29 23:45,2024-05-30 01:08,2024-05-30 02:25,2024-05-30 02:50,2024-05-21,Tuesday,350,Rain,83
FR3682,Frontier,BWI,LAS,2024-05-02 23:19,2024-05-02 23:50,2024-05-03 01:14,2024-05-03 01:35,2024-05-02,Thursday,2349,Clear,31
AM4840,American,ORD,DTW,2024-05-07 12:19,2024-05-07 15:07,2024-05-07 16:46,2024-05-07 16:31,2024-05-20,Monday,1599,Fog,168
AM3941,American,ORD,SEA,2024-05-03 14:51,2024-05-03 17:51,2024-05-03 17:42,2024-05-03 17:41,2024-05-22,Wednesday,501,Fog,180
FR9924,Frontier,FLL,DFW,2024-05-08 22:51,2024-05-09 00:54,2024-05-09 04:36,2024-05-09 04:31,2024-05-04,Saturday,1258,Clear,123
FR5537,Frontier,MSP,SEA,2024-05-06 15:55,2024-05-06 18:16,2024-05-06 17:19,2024-05-06 17:25,2024-05-03,Friday,2032,Fog,141
SO7794,Southwest,MSP,DTW,2024-05-16 06:44,2024-05-16 08:48,2024-05-16 10:55,2024-05-16 10:51,2024-05-28,Tuesday,1192,Rain,124
AM2259,American,SFO,PHX,2024-05-04 21:36,2024-05-04 21:39,2024-05-04 23:37,2024-05-05 00:08,2024-05-20,Monday,1191,Snow,3
AL2421,Alaska,JFK,IAH,2024-05-13 12:49,2024-05-13 12:58,2024-05-13 13:51,2024-05-13 14:17,2024-05-26,Sunday,1947,Thunderstorm,9
FR1853,Frontier,FLL,LAX,2024-05-29 05:19,2024-05-29 06:52,2024-05-29 09:21,2024-05-29 09:08,2024-05-06,Monday,2966,Thunderstorm,93
SP4957,Spirit,MSP,DTW,2024-05-13 01:06,2024-05-13 01:52,2024-05-13 04:27,2024-05-13 05:11,2024-05-07,Tuesday,2993,Snow,46
JE9454,JetBlue,ATL,JFK,2024-05-26 08:39,2024-05-26 10:33,2024-05-26 12:57,2024-05-26 12:44,2024-05-16,Thursday,1009,Fog,114
AM8546,American,MSP,BOS,2024-05-11 23:37,2024-05-12 01:22,2024-05-12 04:00,2024-05-12 04:16,2024-05-12,Sunday,2673,Fog,105
DE2125,Delta,ORD,BOS,2024-05-03 15:51,2024-05-03 17:46,2024-05-03 19:54,2024-05-03 20:22,2024-05-04,Saturday,2338,Rain,115
FR2126,Frontier,SEA,DEN,2024-05-15 10:13,2024-05-15 10:36,2024-05-15 12:20,2024-05-15 12:23,2024-05-09,Thursday,231,Snow,23
SO7154,Southwest,MCO,PHX,2024-05-16 08:17,2024-05-16 09:45,2024-05-16 09:26,2024-05-16 10:09,2024-05-19,Sunday,368,Snow,88
SO8462,Southwest,DFW,BOS,2024-05-07 03:07,2024-05-07 05:44,2024-05-07 07:17,2024-05-07 07:33,2024-05-02,Thursday,1307,Rain,157
DE5432,Delta,LAS,BWI,2024-05-01 09:10,2024-05-01 10:27,2024-05-01 13:05,2024-05-01 13:59,2024-05-26,Sunday,1418,Snow,77
JE8527,JetBlue,SFO,MIA,2024-05-07 13:29,2024-05-07 15:28,2024-05-07 17:17,2024-05-07 17:53,2024-05-04,Saturday,423,Thunderstorm,119
SO4456,Southwest,MCO,SFO,2024-05-13 02:16,2024-05-13 02:42,2024-05-13 04:45,2024-05-13 05:03,2024-05-20,Monday,391,Thunderstorm,26
DE2999,Delta,DTW,MSP,2024-05-04 08:18,2024-05-04 08:46,2024-05-04 13:07,2024-05-04 13:22,2024-05-25,Saturday,2977,Thunderstorm,28
DE6344,Delta,JFK,ATL,2024-05-24 16:18,2024-05-24 18:50,2024-05-24 19:25,2024-05-24 19:47,2024-05-10,Friday,1773,Clear,152
AM3899,American,MIA,MCO,2024-05-11 09:12,2024-05-11 11:07,2024-05-11 12:48,2024-05-11 13:38,2024-05-08,Wednesday,1684,Thunderstorm,115
DE280,Delta,DTW,DEN,2024-05-21 09:12,2024-05-21 10:11,2024-05-21 10:22,2024-05-21 10:49,2024-05-19,Sunday,1730,Snow,59
JE9609,JetBlue,MSP,DEN,2024-05-27 11:17,2024-05-27 14:07,2024-05-27 16:01,2024-05-27 16:10,2024-05-05,Sunday,2755,Fog,170
AL2366,Alaska,CLT,ORD,2024-05-18 02:29,2024-05-18 05:28,2024-05-18 04:39,2024-05-18 04:57,2024-05-01,Wednesday,921,Fog,179
UN2862,United,FLL,CLT,2024-05-20 00:19,2024-05-20 02:12,2024-05-20 01:23,2024-05-20 01:47,2024-05-27,Monday,778,Clear,113
UN3971,United,DTW,SFO,2024-05-06 09:56,2024-05-06 11:13,2024-05-06 12:38,2024-05-06 12:28,2024-05-04,Saturday,1246,Thunderstorm,77
FR8907,Frontier,MCO,BOS,2024-05-24 13:15,2024-05-24 14:03,2024-05-24 15:30,2024-05-24 16:25,2024-05-05,Sunday,2197,Clear,48
AM2407,American,MSP,LAX,2024-05-26 17:22,2024-05-26 17:41,2024-05-26 21:18,2024-05-26 22:10,2024-05-11,Saturday,764,Fog,19
DE5573,Delta,ATL,PHL,2024-05-23 20:24,2024-05-23 21:57,2024-05-24 00:43,2024-05-24 01:19,2024-05-19,Sunday,2795,Thunderstorm,93
AL5215,Alaska,LAX,JFK,2024-05-18 12:34,2024-05-18 14:22,2024-05-18 15:01,2024-05-18 15:58,2024-05-26,Sunday,2119,Fog,108
SO7391,Southwest,ATL,JFK,2024-05-27 22:25,2024-05-27 23:52,2024-05-28 03:04,2024-05-28 02:57,2024-05-11,Saturday,1806,Thunderstorm,87
FR7278,Frontier,DTW,DFW,2024-05-09 05:59,2024-05-09 08:14,2024-05-09 09:53,2024-05-09 10:28,2024-05-30,Thursday,492,Thunderstorm,135
SO3996,Southwest,PHX,FLL,2024-05-26 11:27,2024-05-26 12:13,2024-05-26 15:55,2024-05-26 16:08,2024-05-24,Friday,2519,Rain,46
SP5483,Spirit,SEA,SFO,2024-05-23 12:03,2024-05-23 14:33,2024-05-23 16:41,2024-05-23 17:19,2024-05-07,Tuesday,1604,Fog,150
FR5464,Frontier,SEA,FLL,2024-05-18 16:21,2024-05-18 16:31,2024-05-18 20:58,2024-05-18 21:17,2024-05-18,Saturday,963,Fog,10
AL6613,Alaska,ATL,DEN,2024-05-09 11:31,2024-05-09 14:26,2024-05-09 14:50,2024-05-09 15:43,2024-05-05,Sunday,1091,Rain,175
AM3274,American,JFK,DFW,2024-05-05 05:48,2024-05-05 08:35,2024-05-05 10:22,2024-05-05 11:21,2024-05-29,Wednesday,807,Thunderstorm,167
UN1635,United,ATL,LAS,2024-05-21 05:20,2024-05-21 06:08,2024-05-21 10:25,2024-05-21 11:08,2024-05-14,Tuesday,269,Fog,48
UN7769,United,CLT,LAX,2024-05-22 02:09,2024-05-22 03:56,2024-05-22 07:37,2024-05-22 07:25,2024-05-14,Tuesday,2519,Fog,107
JE1465,JetBlue,BOS,ATL,2024-05-25 00:59,2024-05-25 01:29,2024-05-25 02:53,2024-05-25 03:38,2024-05-02,Thursday,2812,Snow,30
DE3925,Delta,DTW,SEA,2024-05-17 04:20,2024-05-17 04:41,2024-05-17 10:04,2024-05-17 09:52,2024-05-01,Wednesday,584,Clear,21
JE1830,JetBlue,SFO,PHX,2024-05-09 16:55,2024-05-09 18:36,2024-05-09 19:40,2024-05-09 20:02,2024-05-27,Monday,1622,Thunderstorm,101
FR6367,Frontier,PHL,BOS,2024-05-14 04:49,2024-05-14 06:17,2024-05-14 07:45,2024-05-14 08:30,2024-05-20,Monday,684,Rain,88
AM5802,American,BWI,PHL,2024-05-20 16:27,2024-05-20 17:35,2024-05-20 21:40,2024-05-20 22:35,2024-05-07,Tuesday,382,Rain,68
DE3712,Delta,BOS,DTW,2024-05-20 09:14,2024-05-20 12:00,2024-05-20 14:31,2024-05-20 14:54,2024-05-17,Friday,1307,Snow,166
FR5632,Frontier,SEA,BOS,2024-05-22 07:37,2024-05-22 09:56,2024-05-22 13:22,2024-05-22 13:57,2024-05-28,Tuesday,2824,Thunderstorm,139
SP5960,Spirit,IAH,JFK,2024-05-27 16:58,2024-05-27 19:21,2024-05-27 19:49,2024-05-27 20:39,2024-05-13,Monday,651,Thunderstorm,143
AL8916,Alaska,CLT,MIA,2024-05-26 18:31,2024-05-26 20:58,2024-05-26 23:48,2024-05-26 23:51,2024-05-15,Wednesday,472,Snow,147
SO8703,Southwest,FLL,MCO,2024-05-13 12:30,2024-05-13 14:45,2024-05-13 16:39,2024-05-13 17:16,2024-05-08,Wednesday,2192,Rain,135
SP7972,Spirit,ATL,IAH,2024-05-21 20:14,2024-05-21 21:44,2024-05-22 01:31,2024-05-22 01:51,2024-05-13,Monday,2559,Rain,90
SP2732,Spirit,MCO,MSP,2024-05-05 19:06,2024-05-05 20:54,2024-05-05 21:24,2024-05-05 21:28,2024-05-15,Wednesday,259,Thunderstorm,108
JE3630,JetBlue,SEA,PHL,2024-05-27 09:23,2024-05-27 10:27,2024-05-27 14:01,2024-05-27 15:00,2024-05-24,Friday,1905,Thunderstorm,64
UN7758,United,SEA,BOS,2024-05-24 01:08,2024-05-24 03:05,2024-05-24 06:07,2024-05-24 06:35,2024-05-30,Thursday,2397,Fog,117
AL2660,Alaska,SEA,BOS,2024-05-21 13:26,2024-05-21 14:06,2024-05-21 16:05,2024-05-21 16:38,2024-05-03,Friday,963,Clear,40
SP7891,Spirit,SEA,LAX,2024-05-21 17:57,2024-05-21 20:47,2024-05-21 22:47,2024-05-21 23:07,2024-05-20,Monday,2670,Snow,170
FR9050,Frontier,ORD,SEA,2024-05-04 04:44,2024-05-04 06:35,2024-05-04 07:50,2024-05-04 08:07,2024-05-24,Friday,1996,Fog,111
DE3939,Delta,MIA,SEA,2024-05-10 14:35,2024-05-10 17:27,2024-05-10 15:40,2024-05-10 15:32,2024-05-15,Wednesday,1293,Fog,172
UN266,United,LAS,IAH,2024-05-18 16:40,2024-05-18 17:44,2024-05-18 20:40,2024-05-18 20:39,2024-05-20,Monday,298,Rain,64
FR3767,Frontier,CLT,MSP,2024-05-22 11:36,2024-05-22 12:38,2024-05-22 16:37,2024-05-22 17:28,2024-05-27,Monday,2243,Fog,62
SO4725,Southwest,PHL,DTW,2024-05-22 11:23,2024-05-22 12:08,2024-05-22 13:26,2024-05-22 13:24,2024-05-03,Friday,1308,Fog,45
FR8972,Frontier,PHX,BWI,2024-05-01 00:12,2024-05-01 00:33,2024-05-01 02:29,2024-05-01 02:18,2024-05-29,Wednesday,2065,Snow,21
AL2323,Alaska,SEA,CLT,2024-05-10 17:59,2024-05-10 20:05,2024-05-10 20:52,2024-05-10 21:52,2024-05-19,Sunday,2703,Rain,126
FR8609,Frontier,MSP,LAS,2024-05-02 22:51,2024-05-03 00:32,2024-05-03 03:06,2024-05-03 02:58,2024-05-19,Sunday,450,Thunderstorm,101
AM523,American,ORD,JFK,2024-05-10 07:25,2024-05-10 08:50,2024-05-10 12:29,2024-05-10 12:43,2024-05-26,Sunday,1055,Thunderstorm,85
AL7565,Alaska,MSP,DEN,2024-05-15 05:05,2024-05-15 05:42,2024-05-15 06:37,2024-05-15 06:38,2024-05-05,Sunday,2912,Clear,37
